id,class,method,enabled,tag,name,description
86,android.os.Process,killProcess,TRUE,MobSF,Process,
87,android.os.Process,start,TRUE,MobSF,Process,
88,android.telephony.SmsManager,sendMultipartTextMessage,TRUE,MobSF,SMS,
89,android.telephony.SmsManager,sendTextMessage,TRUE,MobSF,SMS,
90,android.app.ApplicationPackageManager,setComponentEnabledSetting,TRUE,MobSF,System Manager,
91,android.app.NotificationManager,notify,TRUE,MobSF,System Manager,
92,android.content.BroadcastReceiver,abortBroadcast,TRUE,MobSF,System Manager,
93,android.telephony.TelephonyManager,listen,TRUE,MobSF,System Manager,
94,android.webkit.WebView,addJavascriptInterface,TRUE,MobSF,WebView,
95,android.webkit.WebView,evaluateJavascript,TRUE,MobSF,WebView,
96,android.webkit.WebView,getHttpAuthUsernamePassword,TRUE,MobSF,WebView,
97,android.webkit.WebView,loadData,TRUE,MobSF,WebView,
98,android.webkit.WebView,loadDataWithBaseURL,TRUE,MobSF,WebView,
99,android.webkit.WebView,loadUrl,TRUE,MobSF,WebView,
100,android.webkit.WebView,postUrl,TRUE,MobSF,WebView,
101,android.webkit.WebView,postWebMessage,TRUE,MobSF,WebView,
102,android.webkit.WebView,savePassword,TRUE,MobSF,WebView,
103,android.webkit.WebView,setHttpAuthUsernamePassword,TRUE,MobSF,WebView,
104,android.webkit.WebView,setWebContentsDebuggingEnabled,TRUE,MobSF,WebView,
