id,class,method,enabled,tag,name,description
282,android.telephony.gsm.GsmCellLocation,getCid,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
283,android.telephony.gsm.GsmCellLocation,getLac,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
284,android.telephony.gsm.SmsManager,divideMessage,FALSE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,duplicate api
285,android.telephony.gsm.SmsManager,getDefault,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
286,android.telephony.gsm.SmsManager,sendTextMessage,FALSE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,duplicate api
287,android.telephony.PhoneStateListener,onSignalStrengthsChanged,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
288,android.telephony.SignalStrength,getCdmaDbm,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
289,android.telephony.SignalStrength,getCdmaEcio,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
290,android.telephony.SignalStrength,getEvdoDbm,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
291,android.telephony.SignalStrength,getEvdoSnr,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
292,android.telephony.SignalStrength,getGsmSignalStrength,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
293,android.telephony.SignalStrength,isGsm,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
294,android.telephony.SmsManager,divideMessage,FALSE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,duplicate api
295,android.telephony.SmsManager,getDefault,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
296,android.telephony.SmsManager,sendDataMessage,FALSE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,duplicate api
297,android.telephony.SmsManager,sendMultipartTextMessage,FALSE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,duplicate api
298,android.telephony.SmsManager,sendTextMessage,FALSE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,duplicate api
299,android.telephony.SmsMessage,createFromPdu,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
300,android.telephony.SmsMessage,getDisplayMessageBody,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
301,android.telephony.SmsMessage,getDisplayOriginatingAddress,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
302,android.telephony.SmsMessage,getMessageBody,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
303,android.telephony.SmsMessage,getOriginatingAddress,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
304,android.telephony.TelephonyManager,getCellLocation,FALSE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,duplicate api
305,android.telephony.TelephonyManager,getLine1Number,FALSE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,duplicate api
306,android.telephony.TelephonyManager,getSimSerialNumber,FALSE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,duplicate api
307,android.telephony.TelephonyManager,getSimState,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
308,android.telephony.TelephonyManager,getSubscriberId,FALSE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,duplicate api
309,android.telephony.TelephonyManager,getVoiceMailAlphaTag,FALSE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,duplicate api
310,android.telephony.TelephonyManager,getVoiceMailNumber,FALSE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,duplicate api
311,android.text.Editable,toString,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
312,android.text.format.Time,set,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
313,android.text.format.Time,Time,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
314,android.text.format.Time,toMillis,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
315,android.util.Base64,encode,FALSE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,duplicate api
316,android.view.animation.AlphaAnimation,start,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
317,android.view.Window,getLayoutInflater,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
318,android.view.Window,setIcon,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
319,android.view.Window,setLogo,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
320,android.webkit.CookieManager,removeAllCookie,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
321,android.webkit.WebChromeClient,onRequestFocus,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
322,android.webkit.WebSettings,getMinimumFontSize,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
323,android.webkit.WebSettings,setDefaultZoom,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
324,android.webkit.WebSettings,setMinimumFontSize,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
325,android.webkit.WebSettings,setTextSize,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
326,android.webkit.WebView,getVisibility,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
327,android.webkit.WebView,removeAllViews,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
328,android.webkit.WebView,removeJavascriptInterface,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
329,android.webkit.WebView,saveWebArchive,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
330,android.webkit.WebView,setDownloadListener,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
331,android.webkit.WebView,setTag,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
332,android.webkit.WebView,setVerticalScrollbarOverlay,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
333,android.widget.Button,setLeft,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
334,android.widget.CheckBox,getTextColors,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
335,android.widget.EditText,getContext,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
336,android.widget.EditText,setFocusable,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
337,android.widget.EditText,setFocusableInTouchMode,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
338,android.widget.EditText,setGravity,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
339,android.widget.EditText,setTextSize,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
340,android.widget.LinearLayout,setBackgroundDrawable,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
341,android.widget.LinearLayout,setMinimumWidth,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
342,android.widget.RadioButton,isChecked,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
343,android.widget.RadioButton,setOnCheckedChangeListener,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
344,android.widget.Toast,cancel,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
345,dalvik.system.DexClassLoader,findLibrary,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
346,java.io.BufferedInputStream,mark,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
347,java.io.BufferedInputStream,reset,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
348,java.io.BufferedReader,ready,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
349,java.io.BufferedWriter,close,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
350,java.io.BufferedWriter,write,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
351,java.io.ByteArrayOutputStream,reset,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
352,java.io.DataInputStream,readLine,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
353,java.io.FileNotFoundException,toString,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
354,java.io.FileReader,read,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
355,java.io.FileWriter,close,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
356,java.io.LineNumberReader,close,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
357,java.io.LineNumberReader,LineNumberReader,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
358,java.io.LineNumberReader,readLine,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
359,java.io.OutputStreamWriter,close,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
360,java.io.OutputStreamWriter,flush,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
361,java.io.Reader,markSupported,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
362,java.io.StringReader,close,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
363,java.io.UnsupportedEncodingException,initCause,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
364,java.lang.Character,Character,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
365,java.lang.Character,toTitleCase,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
366,java.lang.ClassLoader,getParent,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
367,java.lang.Exception,fillInStackTrace,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
368,java.lang.Float,Float,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
369,java.lang.IllegalAccessError,printStackTrace,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
370,java.lang.Integer,byteValue,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
371,java.lang.NumberFormatException,printStackTrace,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
372,java.lang.Process,destroy,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
373,java.lang.Process,getInputStream,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
374,java.lang.Process,getOutputStream,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
375,java.lang.Process,waitFor,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
376,java.lang.ProcessBuilder,ProcessBuilder,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
377,java.lang.ProcessBuilder,redirectErrorStream,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
378,java.lang.ProcessBuilder,start,FALSE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,duplicate api
379,java.lang.reflect.AccessibleObject,setAccessible,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
380,java.lang.reflect.InvocationTargetException,printStackTrace,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
381,java.lang.Runtime,exec,FALSE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,duplicate api
382,java.lang.StringBuffer,ensureCapacity,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
383,java.lang.StringBuffer,substring,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
384,java.math.BigInteger,divideAndRemainder,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
385,java.net.NetworkInterface,getByName,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
386,java.net.NetworkInterface,getDisplayName,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
387,java.net.NetworkInterface,getInetAddresses,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
388,java.net.Proxy,Proxy,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
389,java.net.SocketException,printStackTrace,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
390,java.net.SocketTimeoutException,printStackTrace,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
391,java.net.URISyntaxException,getCause,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
392,java.net.URL,getDefaultPort,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
393,java.net.URLClassLoader,loadClass,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
394,java.net.URLClassLoader,URLClassLoader,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
395,java.net.URLConnection,getHeaderField,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
396,java.net.URLConnection,setDoInput,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
397,java.nio.channels.FileChannel,lock,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
398,java.nio.channels.FileLock,release,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
399,java.nio.charset.CoderResult,isError,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
400,java.nio.charset.CoderResult,isOverflow,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
401,java.nio.charset.CoderResult,toString,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
402,java.nio.charset.IllegalCharsetNameException,IllegalCharsetNameException,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
403,java.security.cert.Certificate,getPublicKey,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
404,java.security.cert.CertificateEncodingException,printStackTrace,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
405,java.security.cert.CertificateException,printStackTrace,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
406,java.security.DigestInputStream,DigestInputStream,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
407,java.security.DigestInputStream,getMessageDigest,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
408,java.security.DigestInputStream,read,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
409,java.security.interfaces.RSAPrivateKey,getModulus,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
410,java.security.interfaces.RSAPublicKey,getModulus,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
411,java.security.InvalidAlgorithmParameterException,printStackTrace,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
412,java.security.InvalidKeyException,printStackTrace,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
413,java.security.Key,getEncoded,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
414,java.security.SecureRandom,setSeed,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
415,java.security.Security,setProperty,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
416,java.security.spec.RSAPrivateCrtKeySpec,RSAPrivateCrtKeySpec,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
417,java.security.spec.RSAPrivateKeySpec,RSAPrivateKeySpec,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
418,java.security.spec.RSAPublicKeySpec,RSAPublicKeySpec,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
419,java.text.DateFormat,getInstance,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
420,java.text.SimpleDateFormat,applyLocalizedPattern,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
421,java.text.SimpleDateFormat,applyPattern,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
422,java.util.concurrent.FutureTask,done,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
423,java.util.concurrent.ScheduledExecutorService,awaitTermination,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
424,java.util.concurrent.ThreadPoolExecutor,getActiveCount,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
425,java.util.concurrent.ThreadPoolExecutor,getCompletedTaskCount,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
426,java.util.concurrent.ThreadPoolExecutor,getTaskCount,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
427,java.util.Date,toLocaleString,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
428,java.util.Hashtable,keys,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
429,java.util.jar.Attributes,Attributes,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
430,java.util.jar.Attributes,putAll,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
431,java.util.jar.Attributes,putValue,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
432,java.util.jar.JarEntry,getName,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
433,java.util.jar.JarFile,close,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
434,java.util.jar.JarFile,entries,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
435,java.util.jar.JarFile,JarFile,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
436,java.util.jar.Manifest,read,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
437,java.util.Properties,put,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
438,java.util.Properties,store,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
439,java.util.SortedMap,putAll,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
440,java.util.SortedSet,addAll,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
441,java.util.SortedSet,iterator,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
442,java.util.WeakHashMap,keySet,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
443,java.util.WeakHashMap,size,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
444,java.util.zip.Adler32,Adler32,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
445,java.util.zip.Adler32,getValue,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
446,java.util.zip.Adler32,reset,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
447,java.util.zip.Adler32,update,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
448,java.util.zip.Deflater,Deflater,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
449,java.util.zip.Deflater,finished,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
450,java.util.zip.GZIPOutputStream,finish,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
451,java.util.zip.GZIPOutputStream,flush,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
452,java.util.zip.ZipEntry,setCompressedSize,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
453,javax.crypto.BadPaddingException,printStackTrace,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
454,javax.crypto.Cipher,getBlockSize,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
455,javax.crypto.CipherOutputStream,close,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
456,javax.crypto.CipherOutputStream,flush,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
457,javax.crypto.CipherOutputStream,write,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
458,javax.crypto.EncryptedPrivateKeyInfo,getKeySpec,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
459,javax.crypto.IllegalBlockSizeException,printStackTrace,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
460,javax.crypto.KeyGenerator,generateKey,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
461,javax.crypto.KeyGenerator,getInstance,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
462,javax.crypto.KeyGenerator,init,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
463,javax.crypto.Mac,getAlgorithm,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
464,javax.crypto.NoSuchPaddingException,printStackTrace,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
465,javax.crypto.SecretKeyFactory,generateSecret,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
466,javax.crypto.SecretKeyFactory,getInstance,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
467,javax.crypto.spec.DESedeKeySpec,DESedeKeySpec,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
468,javax.crypto.spec.DESKeySpec,DESKeySpec,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
469,javax.net.ssl.HttpsURLConnection,setDefaultHostnameVerifier,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
470,org.apache.http.conn.ConnectTimeoutException,printStackTrace,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
471,org.apache.http.params.HttpConnectionParams,setStaleCheckingEnabled,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
472,org.apache.http.params.HttpParams,setIntParameter,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
473,org.w3c.dom.Element,getElementsByTagName,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
474,org.xmlpull.v1.XmlPullParser,nextText,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
475,org.xmlpull.v1.XmlSerializer,setFeature,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
476,org.xmlpull.v1.XmlSerializer,text,TRUE,APIChecker-Highly-Correlation API,APIChecker-Highly-Correlation API,
